iteration,rmse,bias,rho.max,rho.null,c.ov,k.exp,tau
31,63.271811928731644,40.281098578330216,493.28483855641264,117.81599484247889,0.0008072086610796665,0.11360967061093528,0.0306571003027404
32,42.838608204850615,14.297438541755577,474.8779428414113,114.63863614317343,0.00012693511334813047,0.12778104482434113,0.0313935265133696
33,43.96519516533536,-1.4521800958297504,436.4744981749936,97.21327026314229,2.4883323727983777e-05,0.05531427228119338,0.019804571562565078
34,41.8592851841644,-10.980897237343818,463.7800106836351,85.61818626350559,0.0003242407220929118,0.09670712263050146,0.05671371249826694
35,46.97643395187635,-14.652395065216634,489.23170019610444,92.0150324973947,5.7229538085207525e-05,0.17572965349148376,0.051890653413674805
36,48.51612412039882,25.436371607638563,386.2391884918766,124.77877741662445,0.00023516819778396982,0.037600229287750045,0.036519917030571745
37,51.920291095952585,-22.02630015199669,443.5896226070833,72.3759278817296,7.352405232238888e-05,0.014056158029749466,0.020873988214477106
38,44.52004684581534,19.267979074549405,392.4985844582977,104.15351615815416,0.00046016178061608295,0.043122194963988766,0.029519097642824406
39,39.82566717463,5.202246636946107,439.31522578460067,90.654411812738,0.0005555138014080839,0.06195504575095059,0.04552906122950966
40,44.230856354801055,-17.07845927203567,388.9875911927288,77.44936886087153,0.000379963933448585,0.1991969504926548,0.05938079243230682
41,64.47972506817167,42.85388428490709,383.72620685175116,120.72716235553142,0.0006780154776050692,0.04753250228541893,0.015505853321066677
42,41.47969741570306,-2.905164207885589,408.07377389470906,101.11777260636266,0.00017105066240552552,0.1877461005486063,0.0534984873263341
43,43.4547746173829,16.851528835721567,431.2840632923086,115.07039612548122,0.0002590346212109004,0.1809345737003546,0.04079682865853203
44,41.47768985336163,12.4500940424277,466.0610004998781,94.19164951253359,0.0004351142943630825,0.1728424992055964,0.019324591291067013
45,49.83835449492715,-21.6723745339487,399.61488031032815,74.1597390257267,0.0001071260731563559,0.08359707950316667,0.03239392862879216
46,39.63888605478359,1.7978727191591122,450.5888977841392,98.55275019048197,0.0002177460892527283,0.19542933754146624,0.04042075908399817
47,42.91865524017562,-13.022151512755412,374.777354579379,72.64339379436763,0.0003482655232995775,0.12057907001091964,0.027007164868385045
48,60.18891011305352,38.056784969259624,373.84374847004625,112.95761259279621,0.0007419997770775179,0.16361482241712882,0.01755022022050884
49,39.80337166843459,6.731019530788096,477.3919484121874,89.91687303993879,0.000535488847366212,0.03798124246524004,0.03707095270643972
50,54.61355677311255,31.54435109803225,455.2300144533983,126.68519187295067,0.0004923297559144659,0.1937822291996004,0.05084722150084138
51,70.284602794768,48.78608371973307,394.57950290582755,126.8212090484333,0.0006892807080086024,0.1521047542475969,0.010104012426961625
52,46.208080229383214,19.33586170568568,473.95170415892505,87.1283063384285,0.000880192032989817,0.0733509453973457,0.013364300275146661
53,40.8955303254348,-11.736943195854996,412.484110543023,70.76057144512794,0.0006662223980318514,0.10787052369175897,0.04875137367510126
54,54.58276258177573,31.065010145101493,426.1862055356118,105.65464688266837,0.0007672354945608392,0.029466723667164144,0.02405131993988586
55,42.79453128283555,15.680519304723905,469.0444865201096,107.82461788995269,0.0003448103963003434,0.08723994699270318,0.037440538700945
56,39.79982001836978,-6.38547230649659,384.6503666440535,75.84369101533869,0.00047182366612753585,0.07932119499269423,0.02864785472181397
57,43.06891869468382,13.46857601793118,481.47579383339155,84.9705958297784,0.0007895444908223442,0.09370329702527208,0.0216481432834413
58,54.39030620331003,30.66729165020138,445.44490423052304,100.25377776016097,0.0008423107486236871,0.08913534844478077,0.012970713322811356
59,48.40078452779025,23.472641992824293,470.10336344233724,98.89077881699248,0.0006952014250020335,0.11104728560813831,0.02393837764928406
60,40.018703603565996,7.873860758011179,447.8809171687058,92.6014258366603,0.00036937421674501625,0.13253773537398048,0.022513978119969705
61,44.869885808228666,-18.04844377637481,419.3551287236846,73.31159508852164,0.0003091549582975463,0.1774940506892842,0.04344632849779073
62,39.806727363484384,-6.203686199337653,397.74292118037545,70.84646688973456,0.0008748230684601814,0.1665478050267474,0.04839388884037934
63,55.934317045436664,33.04357074917081,366.24407646968956,128.1146305747539,0.0005007365100853152,0.018694260713893365,0.05048406088914844
64,44.234731976968376,-10.87193780383883,422.68213270210055,90.97768624837659,9.463653355112352e-05,0.041303775094290424,0.04323533963697823
65,59.51277637240647,35.79374065250401,369.32504456870794,109.54254731865385,0.0009027155354096289,0.12239821336775057,0.031152144232407905
66,50.39772010832649,28.52762933787099,491.00627251716014,129.21457746052124,0.00014928062221915034,0.13746953574639592,0.027961939802608343
67,51.81643120418334,27.890614442165706,390.06285837137347,102.88117723429284,0.0007516746876940932,0.011516601493299167,0.02615195677502796
68,40.22930814543511,1.2691954093272302,420.34873285801,101.78076454309618,0.00020098806103585913,0.0506943478207246,0.0471971951129574
69,54.26711611839308,-26.765237873515574,407.9248945898842,79.81707922541912,3.776686411143703e-05,0.10342259302856517,0.05641723994380948
70,55.56739822508158,33.055875405331534,464.07188454759347,106.77840844380196,0.0007160334050867069,0.1922485832782766,0.012194152760132027
71,54.289344024662434,-21.438379957438677,484.081457604638,74.93641929894983,9.760909464232807e-06,0.06778057162822987,0.014960101662493064
72,39.14862112911321,0.8775505274752036,363.2150897038029,83.29863850146205,0.0004019325296959513,0.14304643511932147,0.020077246039683416
73,42.205329814609094,12.399668375430116,417.6706049911785,115.97247841450597,0.00018674110815468636,0.01560459241371831,0.046340894932573956
74,51.96775721039914,30.65652400884318,400.85421557725255,129.16895245105914,0.0001840301090474274,0.021061450003010698,0.025088935837673614
75,39.190389129187665,-2.7482787010499012,365.61679469623294,76.79614152808901,0.0006521985396714142,0.18336575751140288,0.03847478614756503
76,39.63020465209707,-4.339371104762931,363.2150897038029,78.47108909529786,0.00041861433785257246,0.14304643511932147,0.02437473028586692
77,59.88034869289034,36.37840228231134,361.55390936885146,124.28436846720882,0.0006946721107892811,0.1496120607178727,0.049701259463514794
78,60.68771323935276,37.19136387821827,380.9515189289284,104.66031975852742,0.0009879259182175061,0.1126944867376531,0.0179471699650254
79,41.350415178778846,-10.522846020117907,375.85967745101016,78.75349802297433,0.0003343634769476708,0.16999630717476677,0.03855480674905173
80,44.05242255375133,-15.823855265889769,361.570351922786,73.22348727721459,0.0003072550628885931,0.1050751147985019,0.03463727652280702
81,48.28040850814727,21.891809431445402,378.26218269813154,93.68765146718393,0.0009089761159561087,0.1746649984111949,0.03371186543501848
82,39.31902823341239,-1.1172772527725934,429.539769895235,84.95979763145107,0.0006466513822187522,0.09379611073215072,0.05771698278525059
83,42.37703068665756,10.814542980723333,355.50979061399204,102.06731197199603,0.00018256064695679772,0.18411403711352958,0.01333691169298112
84,43.181356793311785,-9.006460394256868,360.5402308610535,80.93697262600543,0.0001739112377167551,0.09129322132390005,0.01754050027837468
85,41.51815408790842,9.61047954493351,392.5784349220498,81.50724422384192,0.0008187858245714503,0.048908113178978835,0.02637263945287336
86,45.95574267473792,-15.127563747414309,415.42507222344386,78.62010625868889,0.0001329791282602314,0.19310256383583085,0.02753944552630029
87,42.03482722082213,11.242899369800003,403.61755925375127,101.81273017528463,0.0005686932481005512,0.1323490655353113,0.05862764320585102
88,40.99039076516353,-2.7440167476241872,447.8184868295657,88.72888340178682,0.00017259416597913602,0.14934732190419542,0.022105835862674096
89,44.015143368876544,-4.445244654277336,459.93483775120126,91.71884626893112,5.120266166742265e-05,0.08058941254432211,0.017065266652540722
90,39.64657934451399,3.4883165604549156,450.23191978325247,80.06973514266716,0.000739487105483248,0.12770316574182677,0.036346966180841045
91,46.96920249246965,23.1995482058796,374.4459941723834,108.27911234759786,0.00046139947026386873,0.1044033234465675,0.02832955027505986
92,43.025639049049225,-10.35656218852561,369.57138256478544,74.05675381553289,0.0002919533692828716,0.1620677364862487,0.01219153685989905
93,49.02032628903686,25.789396074745422,481.0004992585772,105.52937101763267,0.0004939216804712808,0.04073520015690084,0.011454549978138065
94,46.38847571336444,21.346463232166993,432.71733468584176,100.99855041473158,0.000507406817984174,0.05759972686505243,0.016069246971121443
95,43.853672914866166,16.105779070607838,352.70926023351166,119.50793175572223,0.00022231497740260106,0.09305305053070742,0.049390231643329174
96,39.318499112699854,-1.711383963018899,354.0411689885916,83.47693671063112,0.0006389972180912399,0.14687115608222476,0.054030668428014496
97,44.86716779206587,20.188290191326303,430.80435010145584,113.84809071574335,0.00023681554738048526,0.11806733874880389,0.02616067976073551
98,46.35976259601809,19.72347676754037,482.7119453573025,86.70531696751723,0.0008988872984089806,0.13662159574427665,0.01113871505186403
99,40.035251637303546,9.08294892728148,381.458014336082,95.51017228958051,0.00045319640352787545,0.1307018631496315,0.037008464484657715
100,39.80477041677259,3.9302162250212462,379.5444895385933,100.27858121419462,0.0002182550569844729,0.02416745024111719,0.03864855854955288
101,43.75659810192598,14.975895384520712,385.4839406859917,84.29094532931056,0.0008270048495741963,0.07107879820880346,0.016462828548135768
102,41.285133667400515,11.408214709487153,379.04431126887744,90.97647823657876,0.0005561498482077039,0.151539243950393,0.026720953531055164
103,52.480100935229466,26.79436720878134,398.1159035281215,112.39204308008341,0.0007701739569387768,0.09535947060609275,0.055533828971756974
104,51.47459071254596,29.94893750650087,410.78993468017154,121.77167673816005,0.00028989358492521227,0.05702190223384274,0.021819151937315772
105,41.58898342659905,10.953405318860137,404.6464058640415,92.26862140105233,0.00041420174852373865,0.09018650942425142,0.011822263855171645
106,50.40225531529838,27.6275625968024,353.5028144492279,115.37281683701062,0.000466794376615564,0.09996651947776636,0.03292615044409453
107,43.10961760282221,-10.258960054006801,497.14810672440274,86.08902552211642,0.00012693511334813047,0.10561548682945415,0.034170371798657326
108,47.231465910839724,22.87669707682087,436.4744981749936,119.00681084001025,0.0001169886410035296,0.05531427228119338,0.01199176904245022
109,43.07469926965324,14.146898831468759,380.4489118588658,85.61818626350559,0.0007396033258289251,0.1039216241663934,0.014028946814464146
110,43.35534495243818,12.847292508550463,489.23170019610444,122.8094042752891,0.00010039614020106619,0.1844852831494989,0.04979936385577842
111,40.60296732325779,8.589710780441939,496.1291665724536,106.34252955974017,0.00033457334220258166,0.10267136931954003,0.05235304134919497
112,41.73550228119262,5.29723683017049,399.2627510638338,104.45276926000291,7.352405232238888e-05,0.19735431620449206,0.02546958933775898
113,43.29854728209379,-15.156160804910563,487.9296536984075,80.5051635024748,0.0003538690882357266,0.08082817612048016,0.059662750771148194
114,41.28702713919051,11.102326823844257,368.6534317940901,90.654411812738,0.0004612947022050506,0.1299902852248588,0.011878554519945368
115,43.219850240727986,-9.498663798597036,388.9875911927288,77.44936886087153,0.0002226015180557087,0.1991969504926548,0.01216397466702369
116,40.814172747381,-7.022847416523939,385.5242714633829,74.0865226778904,0.0004045279810464841,0.1768405560458622,0.015459188289256975
117,39.306799417180095,-1.7364450119627177,358.44122181648595,89.51023320645702,0.0004561187814259489,0.18987940849544516,0.0534984873263341
118,41.41397675470863,-8.83508334514347,379.6336773505649,84.30100272056765,0.0002590346212109004,0.1809345737003546,0.04079682865853203
119,42.48614268917952,13.332964209144652,466.0610004998781,86.63657923313772,0.0006659432269113286,0.1728424992055964,0.012333075105413649
120,39.3870131474377,-2.7712673508079066,436.31140809292225,74.1597390257267,0.0006082284670666575,0.13717953788554618,0.023623023648692135
121,51.998162061459134,27.759541771127953,459.38521143704645,98.55275019048197,0.0008104251606927311,0.0716523012821477,0.017492171517172847
122,39.6566620977356,5.209099312937352,374.777354579379,82.18137253605568,0.0006363746451590928,0.17908266413519253,0.027007164868385045
123,50.983152471122885,28.043537396855307,459.950542944253,110.56752385529742,0.0005221955146711752,0.15778715030118018,0.02459128887935587
124,44.81438073733322,17.16508563832999,357.7984027966561,89.91687303993879,0.0007887543735246116,0.016031315420867845,0.02664923428844159
125,39.952907299440334,7.7311456826027944,422.6806992620016,88.14517067671218,0.0004923297559144659,0.1466121654875313,0.02252251307535412
126,44.01236346658339,-0.7634994348933085,391.79645946725543,98.84252524402501,1.641068497435763e-05,0.13749021652312035,0.020763151219854954
127,59.43286532258898,38.27345283734408,438.14507679818234,120.35082369881792,0.0005426013013978431,0.19579041898254101,0.018033979235592256
128,57.18670230393726,-31.37505687619278,412.484110543023,70.76057144512794,6.180939888076188e-05,0.02754850034116192,0.04875137367510126
129,55.50666060143504,32.58372070850959,422.31917369429715,105.65464688266837,0.0007672354945608392,0.08111057817068192,0.01785860552639249
130,50.86672123055389,26.247608112859123,386.9032557582669,107.82461788995269,0.0007292589682843945,0.1190443124018761,0.04199603213482802
131,41.41644566837078,-11.121769257496135,356.3035128433669,75.32165824288535,0.0003782491430702283,0.07932119499269423,0.03398321537150504
132,39.35203301795359,2.235527689194436,481.47579383339155,86.96575869229352,0.0003521371743275488,0.15027706225985923,0.0216481432834413
133,42.40769704420383,-2.860901579590312,372.48080396566115,88.25964881304691,0.00014203561706810694,0.08913534844478077,0.012970713322811356
134,40.658389103354125,0.3890380918784135,366.5586067011355,93.59204495740472,0.0001490681599285533,0.19620627105009172,0.022193468404911064
135,42.057627240161295,13.038629719742653,447.8809171687058,90.10003685230323,0.0006028492030386535,0.13253773537398048,0.022513978119969705
136,41.88773940074432,-8.83801283330421,392.66166523035315,79.10569494365375,0.0002625570104135586,0.1683825232790544,0.02389225816032827
137,55.9547519322498,30.15472080416358,447.3148079239079,106.17465892963952,0.0009922108830827153,0.1665478050267474,0.04839388884037934
138,39.451719061444514,4.706235340865891,369.82694866308077,87.85103829869644,0.0004398561998581951,0.018694260713893365,0.02738487558404555
139,44.95352807075627,-7.23618683783912,367.031096348943,85.29967339659486,9.463653355112352e-05,0.17407474488372887,0.010819981596432899
140,40.82358319578745,9.559250480913672,369.32504456870794,96.54052425217934,0.00028749720919666894,0.12239821336775057,0.017235812107341035
141,47.511196022138634,21.522101664813608,393.5736656029377,99.77435331404884,0.0007437919514906576,0.08465300953998596,0.03763307265930849
142,53.325126295323805,29.827002984054662,449.6727729649782,102.88117723429284,0.0007516746876940932,0.011516601493299167,0.017631979004012716
143,48.824017286408726,22.345536106082196,384.88045079623794,101.78076454309618,0.000801656470514562,0.0506943478207246,0.044516142345036445
144,47.617516560855506,-15.072277322491693,407.9248945898842,82.88713593042439,3.776686411143703e-05,0.10342259302856517,0.026871618918214116
145,55.660640800713765,33.7259159279353,377.64325937257684,111.19083658259515,0.0006057307996357327,0.16486369912840332,0.012194152760132027
146,40.01242869463744,-3.9012410677863305,359.0133285228778,74.93641929894983,0.0004746331080111828,0.13047260199957483,0.014960101662493064
147,39.396171023544746,-3.5488218616168794,393.7585452894076,85.12204228279458,0.0003742237117544129,0.07714548271001556,0.039510134911787814
148,41.160993001154424,-6.548864377169003,404.9717175169628,91.81626070078907,0.00020412998575891736,0.18933647683741106,0.046340894932573956
149,43.855983955011084,16.530344315621246,400.85421557725255,94.74712187522917,0.0005449613552565329,0.021061450003010698,0.017664162423487628
150,39.74332972953494,-6.841680412292074,368.6161051570666,76.79614152808901,0.0006521985396714142,0.15919104459669509,0.05146930729381473
151,39.27704092272537,1.6982413824168974,363.2150897038029,82.86314808385998,0.00047684044317150033,0.1468070640557187,0.024934610959958605
152,38.98673059344763,-0.061798866461246355,491.63132575191617,84.7645289137825,0.000432452748271215,0.1991470839230146,0.032513840522079535
153,48.7337340729188,21.77157070842106,405.4031195134148,93.97451694078758,0.0009879259182175061,0.13611112033882355,0.041082621517696524
154,39.87434486380571,-5.972492789443691,496.6324888131104,83.67631458784044,0.0003343634769476708,0.10219378659541768,0.03855480674905173
155,40.316023343713695,6.8917596145012885,361.570351922786,81.69571002131899,0.0007188721048384247,0.1050751147985019,0.027383547964202948
156,39.22343589415896,-3.719757880852081,378.26218269813154,83.95850685856843,0.0003879893654847342,0.1746649984111949,0.03810651985463933
157,39.31536418903973,3.2167388331589017,452.36976825272245,84.48633728615954,0.00046047858308526915,0.18817872663153762,0.02286766635533506
158,42.46773879139073,-9.100207811336928,476.1938248183539,89.91145253782047,0.00018256064695679772,0.153256886563394,0.04635390424795455
159,54.06169081341125,32.11567170045219,440.48797928675816,111.80133927239181,0.0005465790983538172,0.1857490186237204,0.014718103560521448
160,39.66815393069144,5.731362033748459,437.3652615332444,89.76650920823676,0.00041037718120746995,0.04545211840590184,0.02637263945287336
161,40.76150170838174,-5.446545292982712,424.0110050620093,78.62010625868889,0.00032154338771231894,0.18321025360461035,0.01612323630368368
162,45.15801295515959,-16.214853371707544,435.0974675787332,80.5127393799798,0.0001901750267400493,0.17859430947917154,0.04473021792286646
163,39.22914222660722,-4.034486959814457,459.1215616994745,77.36434816652044,0.0005884600832223087,0.16169492414513936,0.03848248939267331
164,39.51905347063483,6.4316369279557914,486.7591772512449,88.99564791662364,0.0005034132702112433,0.08058941254432211,0.031836494789892165
165,39.72559383587273,-4.625043983164881,454.786888753467,70.73521512690473,0.0006490148408213856,0.19540920927860705,0.020900642387990262
166,42.16135507723131,-13.126004237844624,459.618722310957,74.16523434805057,0.00039144390089949183,0.023720505213685725,0.038672478652491196
167,44.17246791238826,-16.21944004827246,369.57138256478544,78.36523073696648,0.0002919533692828716,0.13065162704529001,0.05056421868733357
168,40.24447247083605,-2.328660458659996,442.8403406114721,86.57499909127633,0.00024318338191657378,0.12082247745642836,0.023391287184735224
169,39.69229769111403,5.441484006889579,356.36680901970686,86.23041932610293,0.00046297296684647866,0.058386115519092764,0.020715506502401337
170,39.276111864605696,2.071519418691627,498.42466171219223,87.15548699408761,0.0005953918377506395,0.17332714851337816,0.049390231643329174
171,41.46564300407594,-10.72258972055755,493.0399426479755,83.47693671063112,0.0003504718627385535,0.04942718412312702,0.054030668428014496
172,44.22185389702001,19.084381650077457,497.3086022864286,109.88907944297625,0.0003432963229152079,0.11806733874880389,0.032273691599620964
173,39.14414090484274,1.4630256362266043,414.14645244160016,86.70531696751723,0.0005007218549043336,0.09371459167124321,0.04089287359331434
174,39.313968186791996,3.3405586178883215,452.7802180654799,96.62580768659696,0.00024831166746076236,0.1307018631496315,0.035537367597110424
175,44.25077373800265,-15.075279435778999,460.5828835356957,79.50529841761086,0.0002182550569844729,0.12918968603194989,0.04227781152139451
176,40.29373328222286,-6.933947539505204,385.4839406859917,84.29094532931056,0.0002891612549881738,0.19686508496955385,0.03849855914196485
177,40.14569952374406,8.271450404595278,447.8355354276051,90.97647823657876,0.00039000132226588803,0.1395472520537116,0.017122395285385297
178,39.48359557805732,5.2892201827436605,471.2805293780269,88.75941497382911,0.0005448274686936708,0.15784581629157524,0.03923281560699612
179,51.47459071254596,29.94893750650087,410.78993468017154,121.77167673816005,0.00028989358492521227,0.19995279705151844,0.021819151937315772
180,46.00633396172529,-18.855492301933605,485.0145989544144,74.15444660813513,0.00022853167765173813,0.1654397919811322,0.03921685313521734
181,50.50435056068636,27.738233455491798,383.92273997031776,115.37281683701062,0.000466794376615564,0.1713392993214935,0.032698338321085436
182,48.19711575121099,-19.599072774594372,483.81507044752857,76.08850591696549,0.00012693511334813047,0.15346147881507474,0.034287782089534556
183,41.09914691328691,11.929511129671283,486.7743973200479,96.85654024500458,0.00045250207019056904,0.1470133236618056,0.0317277120873389
184,39.44579437089048,-2.1986453552808665,479.4446069713213,85.61818626350559,0.0003242407220929118,0.09670712263050146,0.030264467921633138
185,58.66037534705853,37.15250515680045,440.73192353764875,122.8094042752891,0.0004955371627066832,0.09929314175591751,0.024187515341223688
186,41.34830684161124,9.528189953688514,397.76779502087066,93.94203985313304,0.00033457334220258166,0.17979169910746418,0.012672044735625738
187,43.27557528266527,16.762217733140503,399.2627510638338,104.45276926000291,0.0003494838555785644,0.15393069990226,0.02546958933775898
188,40.950761919728684,-9.02677449990182,481.2513049615955,80.5051635024748,0.0003159603050337865,0.06727667541802693,0.03692698845513127
189,40.15346336049895,-6.4687416657609385,422.35070111455053,77.16251236249227,0.0004040980300336142,0.1969228199530053,0.025981337381119306
190,40.16711269872158,3.69407627572362,426.97550244958467,88.96957773960808,0.00029283889377715853,0.19504051635098332,0.011819096702782927
191,40.49642547508358,-6.196383513808596,385.5242714633829,74.0865226778904,0.00043098225208277317,0.1768405560458622,0.015459188289256975
192,39.068600322474204,2.6283668955561046,473.0864659000774,89.51023320645702,0.00034836759244404026,0.06419642503828565,0.0293930977933974
193,44.97310259248444,-16.685918936371994,379.6336773505649,73.74657021595229,0.0002590346212109004,0.13248029224851038,0.03316995095456804
194,39.46857243065253,1.3824089932781665,484.04255589985354,76.41894887815195,0.0006407996837173181,0.1777285229290344,0.019324591291067013
195,40.11713634258342,-8.215586999656857,463.2565922875464,79.83496578561338,0.0005584972434027076,0.13717953788554618,0.056180407534864626
196,39.7543122167546,6.733180026751325,462.25628741422736,89.38850137968583,0.0004190710278920303,0.19735347073006887,0.021639016142551988
197,38.88699488454749,0.8898532620036874,455.1866441048297,82.69905818184965,0.0005182912953825815,0.16957668962740707,0.03186166226020937
198,42.05199645799091,13.637277621556075,460.90475113275943,94.03494512518378,0.0005221955146711752,0.13225221758330538,0.02459128887935587
199,40.852602599675414,7.782799867421437,479.24813050016763,89.91687303993879,0.000728146729136569,0.03798124246524004,0.052361035233907956
200,49.30026707476304,25.604808861145912,397.1253554136553,106.5149892783945,0.0005356325127988979,0.14663149996599417,0.02252251307535412
201,47.35269894420715,-11.657251643473469,391.79645946725543,85.32240224299281,1.641068497435763e-05,0.16855364040491627,0.01690228883513004
202,46.208080229383214,19.33586170568568,440.17366434696163,87.1283063384285,0.000880192032989817,0.18861756433889748,0.013364300275146661
203,46.92807718106791,-20.456172903858317,482.81083595444954,75.2980818976211,0.00023759633951063133,0.18985717985024828,0.04875137367510126
204,39.36348376451797,3.080357311105753,472.0636686222036,87.45421455738061,0.0003814685345801746,0.16065566453100136,0.02405131993988586
205,38.875132694277305,1.971218642643663,465.2232075883665,86.5181347801486,0.00042301380874564193,0.11048918989925781,0.03047751976606793
206,39.221603844035684,-2.588720795733367,384.6503666440535,75.84369101533869,0.0007051227623736525,0.10328941826094579,0.03960657596500528
207,45.174002309546815,17.68232151698955,472.53876529386446,115.07227947514507,9.503948799292216e-05,0.1292196178866843,0.01557686672958367
208,39.6299044976133,2.3856515757286325,372.48080396566115,88.25964881304691,0.00028661910604751745,0.08913534844478077,0.014922324067760805
209,39.32588568612932,1.6572334555653134,422.50881000231897,93.59204495740472,0.00038140523378424985,0.12919528824667348,0.04630585505252642
210,39.77642065455952,7.202174947377688,447.8809171687058,92.6014258366603,0.00039911647229345134,0.14379317563605443,0.029388216426487482
211,40.88581281440953,11.355307829048918,392.66166523035315,95.86546273670406,0.0003858587713055934,0.09398044490083296,0.022688620110571683
212,38.98041655589668,-1.3928030880125113,351.8104902950927,85.96321176343348,0.00048080148612737104,0.12546847998200628,0.0455424498055879
213,39.27355342696223,-2.5420465575698454,428.25098175456856,73.78499605564855,0.0006962895416622563,0.0588256504626575,0.030021001223343353
214,39.33461017055968,5.431918446415108,437.92735311325123,90.97768624837659,0.0004496824046307441,0.11148703362008999,0.03587779821741738
215,40.56987260421897,-4.433020333659566,369.32504456870794,81.05460147498378,0.0002923497625947249,0.14671810618643538,0.017235812107341035
216,51.38415893553717,27.286265522958228,439.21210604834226,99.77435331404884,0.0007437919514906576,0.10732763064395948,0.015830428198580555
217,40.82632470436301,12.120314444071337,485.69522316367966,102.88117723429284,0.0003475514593337946,0.12416521945037344,0.03536042773856834
218,40.22930814543511,1.2691954093272302,443.9956962477792,101.78076454309618,0.00020098806103585913,0.09596357552822335,0.0471971951129574
219,48.65734923693556,-12.171476833664542,407.9248945898842,82.88713593042439,3.776686411143703e-05,0.10342259302856517,0.011393082230677778
220,46.391432491941806,20.564899858765074,408.19543818496766,97.6052374574979,0.0007160334050867069,0.08631752606017941,0.03144281694844593
221,39.259010040422176,-2.41665423141975,467.80131181996984,74.93641929894983,0.0006005107777640347,0.13047260199957483,0.024343449407116746
222,39.71790225186984,-6.444919370620177,427.48968331918894,79.60188552774203,0.0004459184769141266,0.14758740147180416,0.039510134911787814
223,42.90429843934726,-15.443225065114467,404.9717175169628,71.81536073292963,0.0004643370017066343,0.18933647683741106,0.046340894932573956
