iteration,rmse,bias,rho.max,rho.null,c.ov,k.ov,k.exp,tau,eta.null
21,58.34173768033851,37.085185959610804,425.0,114.12631935446014,0.0007354389204690127,0.271915740651408,0.10499999999999998,0.044126319354460125,3116490.7527386504
22,58.34173791162217,37.08518612877594,425.0,114.12631935446014,0.0007354389204690127,0.271915730651408,0.10500000099999998,0.044126319354460125,3116490.7527386504
23,58.34173791162217,37.08518612877594,425.0,114.12631935446014,0.0007354389204690127,0.271915730651408,0.10499999999999998,0.044126320354460125,3116490.7527386504
24,58.341737474924884,37.08518576147546,425.0,114.12631935446014,0.0007354389204690127,0.271915730651408,0.10499999999999998,0.044126319354460125,3116490.8527386505
25,45.79775763695198,25.922090168475567,425.0,104.70825968295381,0.0005784714162449018,0.4273137152312623,0.10499999999999998,0.034708259682953796,4372232.042272827
26,45.79775763695198,25.922090168475567,425.00001,104.70825968295381,0.0005784714162449018,0.4273137152312623,0.10499999999999998,0.034708259682953796,4372232.042272827
27,45.79776294074835,25.9220966619321,425.0,104.7082696829538,0.0005784714162449018,0.4273137152312623,0.10499999999999998,0.034708259682953796,4372232.042272827
28,45.797757831544025,25.92209034429261,425.0,104.70825968295381,0.0005784714262449019,0.4273137152312623,0.10499999999999998,0.034708259682953796,4372232.042272827
29,45.79775749569071,25.9220900532791,425.0,104.70825968295381,0.0005784714162449018,0.4273137252312623,0.10499999999999998,0.034708259682953796,4372232.042272827
30,45.79775763695198,25.922090168475567,425.0,104.70825968295381,0.0005784714162449018,0.4273137152312623,0.10500000099999998,0.034708259682953796,4372232.042272827
31,45.79775763695198,25.922090168475567,425.0,104.70825968295381,0.0005784714162449018,0.4273137152312623,0.10499999999999998,0.034708260682953795,4372232.042272827
32,45.79775734964287,25.922089886492216,425.0,104.70825968295381,0.0005784714162449018,0.4273137152312623,0.10499999999999998,0.034708259682953796,4372232.142272826
33,42.28134449292491,22.27492527400254,425.0,101.56926738330493,0.0005261549302339591,0.4791070881754686,0.10499999999999998,0.031569267383304934,4790764.348892676
34,42.28134449292491,22.27492527400254,425.00001,101.56926738330493,0.0005261549302339591,0.4791070881754686,0.10499999999999998,0.031569267383304934,4790764.348892676
35,42.28134955795187,22.2749320475362,425.0,101.56927738330494,0.0005261549302339591,0.4791070881754686,0.10499999999999998,0.031569267383304934,4790764.348892676
36,42.2813446704944,22.274925447166403,425.0,101.56926738330493,0.0005261549402339592,0.4791070881754686,0.10499999999999998,0.031569267383304934,4790764.348892676
37,42.28134437928026,22.27492517488232,425.0,101.56926738330493,0.0005261549302339591,0.4791070981754686,0.10499999999999998,0.031569267383304934,4790764.348892676
38,42.28134449292491,22.27492527400254,425.0,101.56926738330493,0.0005261549302339591,0.4791070881754686,0.10500000099999998,0.031569267383304934,4790764.348892676
39,42.28134449292491,22.27492527400254,425.0,101.56926738330493,0.0005261549302339591,0.4791070881754686,0.10499999999999998,0.031569268383304934,4790764.348892676
40,42.281344244210665,22.274925009538574,425.0,101.56926738330493,0.0005261549302339591,0.4791070881754686,0.10499999999999998,0.031569267383304934,4790764.448892675
41,41.214361450945965,21.36457527583477,425.0,100.52304079445666,0.0005087178378569311,0.49636982689146514,0.10499999999999998,0.030523040794456658,4930261.227405779
42,41.214361450945965,21.36457527583477,425.00001,100.52304079445666,0.0005087178378569311,0.49636982689146514,0.10499999999999998,0.030523040794456658,4930261.227405779
43,41.214366389086244,21.364582136686682,425.0,100.52305079445665,0.0005087178378569311,0.49636982689146514,0.10499999999999998,0.030523040794456658,4930261.227405779
44,41.21436162035238,21.36457544747935,425.0,100.52304079445666,0.000508717847856931,0.49636982689146514,0.10499999999999998,0.030523040794456658,4930261.227405779
45,41.21436134758421,21.364575182137102,425.0,100.52304079445666,0.0005087178378569311,0.49636983689146513,0.10499999999999998,0.030523040794456658,4930261.227405779
46,41.214361450945965,21.36457527583477,425.0,100.52304079445666,0.0005087178378569311,0.49636982689146514,0.10500000099999998,0.030523040794456658,4930261.227405779
47,41.214361450945965,21.36457527583477,425.0,100.52304079445666,0.0005087178378569311,0.49636982689146514,0.10499999999999998,0.030523041794456657,4930261.227405779
48,41.21436121643488,21.36457501684331,425.0,100.52304079445666,0.0005087178378569311,0.49636982689146514,0.10499999999999998,0.030523040794456658,4930261.327405779
49,40.835669954685784,20.978319490338546,425.0,100.17433078071252,0.0005029060101063623,0.5021235421182434,0.10499999999999998,0.030174330780712518,4976755.895904997
50,40.835669954685784,20.978319490338546,425.00001,100.17433078071252,0.0005029060101063623,0.5021235421182434,0.10499999999999998,0.030174330780712518,4976755.895904997
51,40.83567479911709,20.978326343414324,425.0,100.17434078071253,0.0005029060101063623,0.5021235421182434,0.10499999999999998,0.030174330780712518,4976755.895904997
52,40.835670120757335,20.97831966146108,425.0,100.17433078071252,0.0005029060201063623,0.5021235421182434,0.10499999999999998,0.030174330780712518,4976755.895904997
53,40.83566985522485,20.978319398584212,425.0,100.17433078071252,0.0005029060101063623,0.5021235521182434,0.10499999999999998,0.030174330780712518,4976755.895904997
54,40.835669954685784,20.978319490338546,425.0,100.17433078071252,0.0005029060101063623,0.5021235421182434,0.10500000099999998,0.030174330780712518,4976755.895904997
55,40.835669954685784,20.978319490338546,425.0,100.17433078071252,0.0005029060101063623,0.5021235421182434,0.10499999999999998,0.030174331780712518,4976755.895904997
56,40.83566972570584,20.978319233342972,425.0,100.17433078071252,0.0005029060101063623,0.5021235421182434,0.10499999999999998,0.030174330780712518,4976755.995904997
57,40.72939234176479,20.887572143225164,425.0,100.05810614998398,0.0005009689348646304,0.5040412485252643,0.10499999999999998,0.030058106149983985,4992252.513335469
58,40.72939234176479,20.887572143225164,425.00001,100.05810614998398,0.0005009689348646304,0.5040412485252643,0.10499999999999998,0.030058106149983985,4992252.513335469
59,40.72939715062958,20.887578988159916,425.0,100.05811614998399,0.0005009689348646304,0.5040412485252643,0.10499999999999998,0.030058106149983985,4992252.513335469
60,40.72939250365399,20.88757231258744,425.0,100.05810614998398,0.0005009689448646305,0.5040412485252643,0.10499999999999998,0.030058106149983985,4992252.513335469
61,40.72939224616164,20.88757205313003,425.0,100.05810614998398,0.0005009689348646304,0.5040412585252644,0.10499999999999998,0.030058106149983985,4992252.513335469
62,40.72939234176479,20.887572143225164,425.0,100.05810614998398,0.0005009689348646304,0.5040412485252643,0.10500000099999998,0.030058106149983985,4992252.513335469
63,40.72939234176479,20.887572143225164,425.0,100.05810614998398,0.0005009689348646304,0.5040412485252643,0.10499999999999998,0.030058107149983984,4992252.513335469
64,40.72939211988893,20.887571889635304,425.0,100.05810614998398,0.0005009689348646304,0.5040412485252643,0.10499999999999998,0.030058106149983985,4992252.613335469
65,40.73124463569053,20.89298125877535,425.0,100.01936777353089,0.0005003232959027186,0.5046804317367404,0.10499999999999998,0.030019367773530883,4997417.630195882
66,40.73124463569053,20.89298125877535,425.00001,100.01936777353089,0.0005003232959027186,0.5046804317367404,0.10499999999999998,0.030019367773530883,4997417.630195882
67,40.731249446447066,20.89298810834972,425.0,100.01937777353089,0.0005003232959027186,0.5046804317367404,0.10499999999999998,0.030019367773530883,4997417.630195882
68,40.731244797197064,20.892981427905664,425.0,100.01936777353089,0.0005003233059027185,0.5046804317367404,0.10499999999999998,0.030019367773530883,4997417.630195882
69,40.7312445404928,20.89298116894617,425.0,100.01936777353089,0.0005003232959027186,0.5046804417367404,0.10499999999999998,0.030019367773530883,4997417.630195882
70,40.73124463569053,20.89298125877535,425.0,100.01936777353089,0.0005003232959027186,0.5046804317367404,0.10500000099999998,0.030019367773530883,4997417.630195882
71,40.73124463569053,20.89298125877535,425.0,100.01936777353089,0.0005003232959027186,0.5046804317367404,0.10499999999999998,0.030019368773530883,4997417.630195882
72,40.73124441423851,20.89298100557026,425.0,100.01936777353089,0.0005003232959027186,0.5046804317367404,0.10499999999999998,0.030019367773530883,4997417.730195882
73,40.704452742656215,20.897753406803005,425.0,100.00645440257209,0.0005001080732686281,0.5048935023575605,0.10499999999999998,0.0300064544025721,4999139.4129903875
74,40.704452742656215,20.897753406803005,425.00001,100.00645440257209,0.0005001080732686281,0.5048935023575605,0.10499999999999998,0.0300064544025721,4999139.4129903875
75,40.70445750683693,20.89776025671257,425.0,100.00646440257209,0.0005001080732686281,0.5048935023575605,0.10499999999999998,0.0300064544025721,4999139.4129903875
76,40.7044529024539,20.89775357542768,425.0,100.00645440257209,0.0005001080832686282,0.5048935023575605,0.10499999999999998,0.0300064544025721,4999139.4129903875
77,40.70445264897505,20.897753317446497,425.0,100.00645440257209,0.0005001080732686281,0.5048935123575605,0.10499999999999998,0.0300064544025721,4999139.4129903875
78,40.704452742656215,20.897753406803005,425.0,100.00645440257209,0.0005001080732686281,0.5048935023575605,0.10500000099999998,0.0300064544025721,4999139.4129903875
79,40.704452742656215,20.897753406803005,425.0,100.00645440257209,0.0005001080732686281,0.5048935023575605,0.10499999999999998,0.0300064554025721,4999139.4129903875
80,40.70445252304717,20.897753154300883,425.0,100.00645440257209,0.0005001080732686281,0.5048935023575605,0.10499999999999998,0.0300064544025721,4999139.512990387
81,40.69087379028002,20.905941079992175,425.0,100.00215096597572,0.000500036349397079,0.5049645090614009,0.10499999999999998,0.030002150965975707,4999713.204536572
82,40.69087379028002,20.905941079992175,425.00001,100.00215096597572,0.000500036349397079,0.5049645090614009,0.10499999999999998,0.030002150965975707,4999713.204536572
83,40.6908785531626,20.905947932400096,425.0,100.0021609659757,0.000500036349397079,0.5049645090614009,0.10499999999999998,0.030002150965975707,4999713.204536572
84,40.69087395003313,20.905941248584774,425.0,100.00215096597572,0.0005000363593970791,0.5049645090614009,0.10499999999999998,0.030002150965975707,4999713.204536572
85,40.690873696652254,20.90594099068552,425.0,100.00215096597572,0.000500036349397079,0.5049645190614009,0.10499999999999998,0.030002150965975707,4999713.204536572
86,40.69087379028002,20.905941079992175,425.0,100.00215096597572,0.000500036349397079,0.5049645090614009,0.10500000099999998,0.030002150965975707,4999713.204536572
87,40.69087379028002,20.905941079992175,425.0,100.00215096597572,0.000500036349397079,0.5049645090614009,0.10499999999999998,0.030002151965975707,4999713.204536572
88,40.69087357083128,20.905940827689907,425.0,100.00215096597572,0.000500036349397079,0.5049645090614009,0.10499999999999998,0.030002150965975707,4999713.304536572
89,40.689166777748696,20.903860371931266,425.0,100.00071595925863,0.0005000124326423779,0.5049881866722326,0.10499999999999998,0.030000715959258635,4999904.538765515
90,40.689166777748696,20.903860371931266,425.00001,100.00071595925863,0.0005000124326423779,0.5049881866722326,0.10499999999999998,0.030000715959258635,4999904.538765515
91,40.68917154011878,20.903867224286834,425.0,100.00072595925863,0.0005000124326423779,0.5049881866722326,0.10499999999999998,0.030000715959258635,4999904.538765515
92,40.68916693748249,20.90386054051855,425.0,100.00071595925863,0.0005000124426423779,0.5049881866722326,0.10499999999999998,0.030000715959258635,4999904.538765515
93,40.68916668413961,20.903860282634373,425.0,100.00071595925863,0.0005000124326423779,0.5049881966722326,0.10499999999999998,0.030000715959258635,4999904.538765515
94,40.689166777748696,20.903860371931266,425.0,100.00071595925863,0.0005000124326423779,0.5049881866722326,0.10500000099999998,0.030000715959258635,4999904.538765515
95,40.689166777748696,20.903860371931266,425.0,100.00071595925863,0.0005000124326423779,0.5049881866722326,0.10499999999999998,0.030000716959258635,4999904.538765515
96,40.68916655832981,20.90386011964112,425.0,100.00071595925863,0.0005000124326423779,0.5049881866722326,0.10499999999999998,0.030000715959258635,4999904.638765516
97,40.68859874366447,20.90316794004802,425.0,100.00023839799992,0.0005000044732960251,0.5049960664330015,0.10499999999999998,0.030000238397999902,4999968.2136000125
98,40.68859874366447,20.90316794004802,425.00001,100.00023839799992,0.0005000044732960251,0.5049960664330015,0.10499999999999998,0.030000238397999902,4999968.2136000125
99,40.68860350586401,20.903174792386178,425.0,100.00024839799991,0.0005000044732960251,0.5049960664330015,0.10499999999999998,0.030000238397999902,4999968.2136000125
100,40.68859890339187,20.903168108633544,425.0,100.00023839799992,0.0005000044832960251,0.5049960664330015,0.10499999999999998,0.030000238397999902,4999968.2136000125
101,40.688598650061564,20.90316785075435,425.0,100.00023839799992,0.0005000044732960251,0.5049960764330016,0.10499999999999998,0.030000238397999902,4999968.2136000125
102,40.68859874366447,20.90316794004802,425.0,100.00023839799992,0.0005000044732960251,0.5049960664330015,0.10500000099999998,0.030000238397999902,4999968.2136000125
103,40.68859874366447,20.90316794004802,425.0,100.00023839799992,0.0005000044732960251,0.5049960664330015,0.10499999999999998,0.030000239397999902,4999968.2136000125
104,40.6885985242555,20.903167687761897,425.0,100.00023839799992,0.0005000044732960251,0.5049960664330015,0.10499999999999998,0.030000238397999902,4999968.313600013
105,40.68840971105409,20.902937504866703,425.0,100.00007946872812,0.0005000018244774773,0.5049986887659862,0.10499999999999998,0.03000007946872811,4999989.404169586
106,40.68840971105409,20.902937504866703,425.00001,100.00007946872812,0.0005000018244774773,0.5049986887659862,0.10499999999999998,0.03000007946872811,4999989.404169586
107,40.68841447319681,20.902944357199033,425.0,100.0000894687281,0.0005000018244774773,0.5049986887659862,0.10499999999999998,0.03000007946872811,4999989.404169586
108,40.688409870779275,20.902937673451593,425.0,100.00007946872812,0.0005000018344774774,0.5049986887659862,0.10499999999999998,0.03000007946872811,4999989.404169586
109,40.68840961745322,20.902937415574108,425.0,100.00007946872812,0.0005000018244774773,0.5049986987659862,0.10499999999999998,0.03000007946872811,4999989.404169586
110,40.68840971105409,20.902937504866703,425.0,100.00007946872812,0.0005000018244774773,0.5049986887659862,0.10500000099999998,0.03000007946872811,4999989.404169586
111,40.68840971105409,20.902937504866703,425.0,100.00007946872812,0.0005000018244774773,0.5049986887659862,0.10499999999999998,0.03000008046872811,4999989.404169586
112,40.68840949164841,20.902937252581914,425.0,100.00007946872812,0.0005000018244774773,0.5049986887659862,0.10499999999999998,0.03000007946872811,4999989.504169586
113,40.68840943282942,20.902937098951515,425.0,100.00007885272639,0.0005000018248132493,0.5049986883871251,0.10499999999999998,0.030000079493403938,4999989.40133703
114,40.68840943282942,20.902937098951515,425.00001,100.00007885272639,0.0005000018248132493,0.5049986883871251,0.10499999999999998,0.030000079493403938,4999989.40133703
115,40.68841419497205,20.90294395128384,425.0,100.00008885272639,0.0005000018248132493,0.5049986883871251,0.10499999999999998,0.030000079493403938,4999989.40133703
116,40.688409592554606,20.902937267536426,425.0,100.00007885272639,0.0005000018348132494,0.5049986883871251,0.10499999999999998,0.030000079493403938,4999989.40133703
117,40.68840933922857,20.902937009658928,425.0,100.00007885272639,0.0005000018248132493,0.5049986983871252,0.10499999999999998,0.030000079493403938,4999989.40133703
118,40.68840943282942,20.902937098951515,425.0,100.00007885272639,0.0005000018248132493,0.5049986883871251,0.10500000099999998,0.030000079493403938,4999989.40133703
119,40.68840943282942,20.902937098951515,425.0,100.00007885272639,0.0005000018248132493,0.5049986883871251,0.10499999999999998,0.030000080493403938,4999989.40133703
120,40.688409213423725,20.902936846666723,425.0,100.00007885272639,0.0005000018248132493,0.5049986883871251,0.10499999999999998,0.030000079493403938,4999989.501337031
121,40.68840831993078,20.902935475290814,425.0,100.0000763887195,0.0005000018261563372,0.5049986868716809,0.10499999999999998,0.03000007959210725,4999989.3900068095
122,40.68840831993078,20.902935475290814,425.00001,100.0000763887195,0.0005000018261563372,0.5049986868716809,0.10499999999999998,0.03000007959210725,4999989.3900068095
123,40.688413082073005,20.902942327623073,425.0,100.00008638871951,0.0005000018261563372,0.5049986868716809,0.10499999999999998,0.03000007959210725,4999989.3900068095
124,40.68840847965599,20.902935643875722,425.0,100.0000763887195,0.0005000018361563372,0.5049986868716809,0.10499999999999998,0.03000007959210725,4999989.3900068095
125,40.68840822632995,20.90293538599822,425.0,100.0000763887195,0.0005000018261563372,0.504998696871681,0.10499999999999998,0.03000007959210725,4999989.3900068095
126,40.68840831993078,20.902935475290814,425.0,100.0000763887195,0.0005000018261563372,0.5049986868716809,0.10500000099999998,0.03000007959210725,4999989.3900068095
127,40.68840831993078,20.902935475290814,425.0,100.0000763887195,0.0005000018261563372,0.5049986868716809,0.10499999999999998,0.03000008059210725,4999989.3900068095
128,40.6884081005251,20.902935223005993,425.0,100.0000763887195,0.0005000018261563372,0.5049986868716809,0.10499999999999998,0.03000007959210725,4999989.490006809
129,40.68840386833737,20.902928980648134,425.0,100.00006653269196,0.0005000018315286886,0.5049986808099041,0.10499999999999998,0.0300000799869205,4999989.344685924
130,40.68840386833737,20.902928980648134,425.00001,100.00006653269196,0.0005000018315286886,0.5049986808099041,0.10499999999999998,0.0300000799869205,4999989.344685924
131,40.68840863047782,20.902935832980138,425.0,100.00007653269195,0.0005000018315286886,0.5049986808099041,0.10499999999999998,0.0300000799869205,4999989.344685924
132,40.6884040280625,20.902929149233024,425.0,100.00006653269196,0.0005000018415286887,0.5049986808099041,0.10499999999999998,0.0300000799869205,4999989.344685924
133,40.68840377473656,20.90292889135558,425.0,100.00006653269196,0.0005000018315286886,0.5049986908099041,0.10499999999999998,0.0300000799869205,4999989.344685924
134,40.68840386833737,20.902928980648134,425.0,100.00006653269196,0.0005000018315286886,0.5049986808099041,0.10500000099999998,0.0300000799869205,4999989.344685924
135,40.68840386833737,20.902928980648134,425.0,100.00006653269196,0.0005000018315286886,0.5049986808099041,0.10499999999999998,0.0300000809869205,4999989.344685924
136,40.68840364893171,20.902928728363314,425.0,100.00006653269196,0.0005000018315286886,0.5049986808099041,0.10499999999999998,0.0300000799869205,4999989.444685925
137,40.68838606198034,20.90290300208019,425.0,100.00002710858176,0.0005000018530180944,0.5049986565627966,0.10499999999999998,0.030000081566173495,4999989.163402385
138,40.68838606198034,20.90290300208019,425.00001,100.00002710858176,0.0005000018530180944,0.5049986565627966,0.10499999999999998,0.030000081566173495,4999989.163402385
139,40.68839082411381,20.902909854411078,425.0,100.00003710858175,0.0005000018530180944,0.5049986565627966,0.10499999999999998,0.030000081566173495,4999989.163402385
140,40.6883862217053,20.902903170665045,425.0,100.00002710858176,0.0005000018630180945,0.5049986565627966,0.10499999999999998,0.030000081566173495,4999989.163402385
141,40.688385968379635,20.902902912787667,425.0,100.00002710858176,0.0005000018530180944,0.5049986665627967,0.10499999999999998,0.030000081566173495,4999989.163402385
142,40.68838606198034,20.90290300208019,425.0,100.00002710858176,0.0005000018530180944,0.5049986565627966,0.10500000099999998,0.030000081566173495,4999989.163402385
143,40.68838606198034,20.90290300208019,425.0,100.00002710858176,0.0005000018530180944,0.5049986565627966,0.10499999999999998,0.030000082566173494,4999989.163402385
144,40.68838584257478,20.90290274979527,425.0,100.00002710858176,0.0005000018530180944,0.5049986565627966,0.10499999999999998,0.030000081566173495,4999989.263402385
145,40.68831483681929,20.90279908785223,425.0,99.99986941214097,0.0005000019389757176,0.5049985595743669,0.10499999999999998,0.030000087883185474,4999988.438268228
146,40.68831483681929,20.90279908785223,425.00001,99.99986941214097,0.0005000019389757176,0.5049985595743669,0.10499999999999998,0.030000087883185474,4999988.438268228
147,40.68831959892485,20.902805940178688,425.0,99.99987941214096,0.0005000019389757176,0.5049985595743669,0.10499999999999998,0.030000087883185474,4999988.438268228
148,40.68831499654355,20.90279925643687,425.0,99.99986941214097,0.0005000019489757177,0.5049985595743669,0.10499999999999998,0.030000087883185474,4999988.438268228
149,40.68831474321905,20.902798998559835,425.0,99.99986941214097,0.0005000019389757176,0.504998569574367,0.10499999999999998,0.030000087883185474,4999988.438268228
150,40.68831483681929,20.90279908785223,425.0,99.99986941214097,0.0005000019389757176,0.5049985595743669,0.10500000099999998,0.030000087883185474,4999988.438268228
151,40.68831483681929,20.90279908785223,425.0,99.99986941214097,0.0005000019389757176,0.5049985595743669,0.10499999999999998,0.030000088883185474,4999988.438268228
152,40.68831461741413,20.902798835566866,425.0,99.99986941214097,0.0005000019389757176,0.5049985595743669,0.10499999999999998,0.030000087883185474,4999988.538268228
153,40.68802994044899,20.902383431641436,425.0,99.99923862637779,0.0005000022828062107,0.504998171620648,0.10499999999999998,0.030000113151233396,4999985.537731599
154,40.68802994044899,20.902383431641436,425.00001,99.99923862637779,0.0005000022828062107,0.504998171620648,0.10499999999999998,0.030000113151233396,4999985.537731599
155,40.68803470244278,20.902390283950115,425.0,99.99924862637778,0.0005000022828062107,0.504998171620648,0.10499999999999998,0.030000113151233396,4999985.537731599
156,40.68803010017026,20.9023836002253,425.0,99.99923862637779,0.0005000022928062106,0.504998171620648,0.10499999999999998,0.030000113151233396,4999985.537731599
157,40.68802984685044,20.90238334234949,425.0,99.99923862637779,0.0005000022828062107,0.504998181620648,0.10499999999999998,0.030000113151233396,4999985.537731599
158,40.68802994044899,20.902383431641436,425.0,99.99923862637779,0.0005000022828062107,0.504998171620648,0.10500000099999998,0.030000113151233396,4999985.537731599
159,40.68802994044899,20.902383431641436,425.0,99.99923862637779,0.0005000022828062107,0.504998171620648,0.10499999999999998,0.030000114151233395,4999985.537731599
160,40.68802972104532,20.90238317935442,425.0,99.99923862637779,0.0005000022828062107,0.504998171620648,0.10499999999999998,0.030000113151233396,4999985.6377316
161,40.68950663374513,20.905501635514167,425.0,99.99671548332508,0.0005000036581281825,0.5049966198057723,0.10499999999999998,0.030000214223425078,4999973.935585084
162,40.68950663374513,20.905501635514167,425.00001,99.99671548332508,0.0005000036581281825,0.5049966198057723,0.10499999999999998,0.030000214223425078,4999973.935585084
163,40.68951139526099,20.90550848709262,425.0,99.99672548332506,0.0005000036581281825,0.5049966198057723,0.10499999999999998,0.030000214223425078,4999973.935585084
164,40.689506793461504,20.905501804111406,425.0,99.99671548332508,0.0005000036681281825,0.5049966198057723,0.10499999999999998,0.030000214223425078,4999973.935585084
165,40.68950654014394,20.9055015462032,425.0,99.99671548332508,0.0005000036581281825,0.5049966298057723,0.10499999999999998,0.030000214223425078,4999973.935585084
166,40.68950663374513,20.905501635514167,425.0,99.99671548332508,0.0005000036581281825,0.5049966198057723,0.10500000099999998,0.030000214223425078,4999973.935585084
167,40.68950663374513,20.905501635514167,425.0,99.99671548332508,0.0005000036581281825,0.5049966198057723,0.10499999999999998,0.030000215223425077,4999973.935585084
168,40.68950641425044,20.905501383056414,425.0,99.99671548332508,0.0005000036581281825,0.5049966198057723,0.10499999999999998,0.030000214223425078,4999974.035585085
169,40.68794025037451,20.9022525743807,425.0,99.99904004148642,0.0005000023910514265,0.5049980494844939,0.10499999999999998,0.03000012110615699,4999984.62458044
170,40.68794025037451,20.9022525743807,425.00001,99.99904004148642,0.0005000023910514265,0.5049980494844939,0.10499999999999998,0.03000012110615699,4999984.62458044
171,40.68794501233309,20.902259426683795,425.0,99.99905004148641,0.0005000023910514265,0.5049980494844939,0.10499999999999998,0.03000012110615699,4999984.62458044
172,40.687940410094804,20.902252742964304,425.0,99.99904004148642,0.0005000024010514266,0.5049980494844939,0.10499999999999998,0.03000012110615699,4999984.62458044
173,40.68794015677646,20.902252485088898,425.0,99.99904004148642,0.0005000023910514265,0.5049980594844939,0.10499999999999998,0.03000012110615699,4999984.62458044
174,40.68794025037451,20.9022525743807,425.0,99.99904004148642,0.0005000023910514265,0.5049980494844939,0.10500000099999998,0.03000012110615699,4999984.62458044
175,40.68794025037451,20.9022525743807,425.0,99.99904004148642,0.0005000023910514265,0.5049980494844939,0.10499999999999998,0.03000012210615699,4999984.62458044
176,40.6879400309713,20.90225232209314,425.0,99.99904004148642,0.0005000023910514265,0.5049980494844939,0.10499999999999998,0.03000012110615699,4999984.72458044
177,40.68986355777469,20.90602237115575,425.0,99.99750583309994,0.0005000032273220855,0.5049971058965377,0.10499999999999998,0.03000018256355393,4999977.5698435055
178,40.68986355777469,20.90602237115575,425.00001,99.99750583309994,0.0005000032273220855,0.5049971058965377,0.10499999999999998,0.03000018256355393,4999977.5698435055
179,40.689868319430296,20.906029222756093,425.0,99.99751583309992,0.0005000032273220855,0.5049971058965377,0.10499999999999998,0.03000018256355393,4999977.5698435055
180,40.689863717494745,20.906022539753966,425.0,99.99750583309994,0.0005000032373220855,0.5049971058965377,0.10499999999999998,0.03000018256355393,4999977.5698435055
181,40.68986346417133,20.906022281844205,425.0,99.99750583309994,0.0005000032273220855,0.5049971158965377,0.10499999999999998,0.03000018256355393,4999977.5698435055
182,40.68986355777469,20.90602237115575,425.0,99.99750583309994,0.0005000032273220855,0.5049971058965377,0.10500000099999998,0.03000018256355393,4999977.5698435055
183,40.68986355777469,20.90602237115575,425.0,99.99750583309994,0.0005000032273220855,0.5049971058965377,0.10499999999999998,0.03000018356355393,4999977.5698435055
184,40.689863338278066,20.90602211870007,425.0,99.99750583309994,0.0005000032273220855,0.5049971058965377,0.10499999999999998,0.03000018256355393,4999977.669843505
185,40.68790821864614,20.902205840075595,425.0,99.99896911892391,0.0005000024297100981,0.5049980058648159,0.10499999999999998,0.030000123947176577,4999984.298457844
186,40.68790821864614,20.902205840075595,425.00001,99.99896911892391,0.0005000024297100981,0.5049980058648159,0.10499999999999998,0.030000123947176577,4999984.298457844
187,40.68791298059215,20.902212692376686,425.0,99.9989791189239,0.0005000024297100981,0.5049980058648159,0.10499999999999998,0.030000123947176577,4999984.298457844
188,40.68790837836609,20.902206008659093,425.0,99.99896911892391,0.000500002439710098,0.5049980058648159,0.10499999999999998,0.030000123947176577,4999984.298457844
189,40.6879081250483,20.90220575078383,425.0,99.99896911892391,0.0005000024297100981,0.504998015864816,0.10499999999999998,0.030000123947176577,4999984.298457844
