iteration,rmse,bias,rho.max,rho.null,c.ov,k.exp
112,41.7305552752837,23.363965897424432,498.11778367622946,93.80215299567455,0.000792595323693267,0.18250077081812768
113,38.05236602494596,19.874537606649703,467.2796385545321,98.51345408201612,0.0003826795574680881,0.15963432631316807
114,39.16578439305134,20.153062166390598,457.5313177029056,90.95282514873013,0.0007267494974189725,0.14490403105448385
115,41.43856401865606,24.163139382342116,426.5326137555467,102.03107758599648,0.0004772239187184444,0.11767408771849147
116,34.80275920440511,15.417854427435849,416.9765642475118,100.68581103787352,9.845448565936953e-05,0.17393734048660842
117,39.35451613728972,22.27022074321145,498.20495370159625,105.6972364591776,0.00024758677996171083,0.13404201602217658
118,31.76151978024142,5.9979974959137055,450.1908605349436,90.04037035496468,3.758439009371472e-05,0.17497123558684166
119,36.640807788235016,18.348136666761103,468.2630438766669,101.11253839046788,0.0002153451660381712,0.08016747426307214
120,37.294430329946955,18.994303838556966,478.6522382390847,99.02565996994294,0.0003192230659355742,0.1908126835037439
121,41.817868052673795,25.222573342435396,474.5196566929212,107.63324964665425,0.00032632762616587865,0.17497123558684166
122,32.311908692054054,8.681032720151512,437.3335829510812,94.3507747715293,9.979766679672677e-06,0.18862741864233418
123,33.36948564986989,12.289872480435042,407.17373707159925,96.28617816489512,0.00010332879304140953,0.08091581971205444
124,31.860495085053564,6.771703439053511,440.66971118923396,90.90269085926535,4.2318637439759245e-05,0.07695278066544081
125,41.22776485469416,23.146679709241965,492.7626881538339,95.99562897886683,0.0006742591677476571,0.12559181690689142
126,42.58938561699516,24.20996105841122,432.63796956667306,93.49839230337042,0.0008636415576551948,0.0309120239982119
127,39.774407984585366,20.703555575632375,404.4118898923464,90.13471199792667,0.0008026405097126172,0.07826034543888699
128,39.293925486851364,20.871883236723832,465.5069626936133,94.72202695972126,0.0005948357786371301,0.10604666447407415
129,36.41030367688357,18.21497149551301,462.11230170328383,103.23334519258378,0.000141224402149606,0.1509098452541425
130,38.113916963335846,20.40537164727656,447.5089459806087,102.30507306564829,0.00027212866379417485,0.014823407575465533
131,38.092521695420366,19.414665624523717,458.8891368088332,94.39994044605449,0.0005247361129257945,0.19637455548637361
132,40.659835476449935,22.505831671057223,440.9070800125411,95.72628457755228,0.0006475168173268982,0.07053358535516292
133,40.71120078339492,23.527846284233757,469.57844360882103,103.14145587644076,0.00040042425168874946,0.029846358439028775
134,36.65971346884814,17.190297421104745,413.9477434864241,91.57556206804391,0.0005223291982262652,0.055363546047417014
135,36.955978111201794,18.845283134577368,447.01023723739667,101.66438364866313,0.00022025910922041775,0.1999749502796218
136,40.394725779084794,23.17716623749272,437.25019292811044,103.13710724907153,0.0003822528697252064,0.12767525628601317
137,33.46334776437158,12.517060252751175,452.5923187516346,95.42984005085422,0.00014216655772255097,0.19739418381812232
138,37.55562746364195,20.039429713657338,409.5806176888208,105.81041020543347,0.00014110845291375699,0.050489893764765835
139,36.225347056481645,17.64715465598675,447.01023723739667,100.00277753966316,0.00022025910922041775,0.1999749502796218
140,33.0664061356457,10.918920927272673,446.28710817413264,96.81917142871117,3.0334833323160772e-05,0.09480304570588474
141,51.11321290548337,33.89172143934291,429.44225457826946,106.3055266218112,0.0008944044942441186,0.17246462576241134
142,32.95672461307572,11.093929028859606,494.1526295889379,96.31716896756325,5.045418999563724e-05,0.10349035298265612
143,34.60885456537207,14.726079383685457,475.62537914224345,99.08367325473412,0.0001221896797938805,0.13861290653908231
144,32.65778578697714,10.45047957156783,487.19130612805054,92.08791641115842,0.00016558976519939387,0.10523206274728539
145,37.50888112877756,20.041371082077667,443.9855639713835,106.63237008665087,0.00011587166754513823,0.12645406976277634
146,41.994248392171386,25.5073122462618,447.98947204258064,108.52276953444516,0.00030984153860592954,0.18853972500484276
147,41.41422444812025,24.446593061470917,457.93691958030786,104.57312568473205,0.0003961833901497896,0.06991911122056232
148,44.47899683279404,27.501279302962352,468.72315330253724,104.01451042568527,0.0005890205019608206,0.05862971886786304
149,34.99194670733775,15.838197318470808,447.5089459806087,102.42621548807887,6.341290941821548e-05,0.12030520504204663
150,38.45524477365841,20.284519608350795,444.84594412321013,97.8537590658565,0.00043008034340160376,0.01935197376274471
151,31.87339048882963,6.557702347207061,460.78059375530955,91.23372295222538,2.2003671532377217e-05,0.159714325382277
152,39.415943497832956,20.754699203606325,416.68228362871804,92.94118701044194,0.0006695846982486361,0.16864089449453445
153,34.801852061889534,15.028349957974934,490.80110338106647,95.50116091392701,0.00025504898732379945,0.08777219576132676
154,39.71603592436656,20.84382698891688,470.06795856925794,91.35811748562823,0.0007502610438265214,0.12465695150909553
155,36.83456874672851,18.852405438593117,484.4033860769238,103.4913215763427,0.00016140472237131877,0.04563012108600033
156,44.34718145922937,27.53001047894156,423.51957306486855,105.29548672501241,0.0005391531599089879,0.13504270758216363
157,35.4134766471739,16.64532132898202,439.60112731457764,103.92159723134078,5.3165108655052224e-05,0.1287143518912539
158,37.394843673286594,19.941967377307808,477.1465580366974,107.45251770971792,8.711020235214448e-05,0.16237146457647086
159,44.97750885178598,27.334600772154136,444.1853475490725,98.93452937405281,0.0008023545268049351,0.17079649877680597
160,39.17389550406142,22.352164119085106,471.29434122525635,108.57193763061277,0.00015878139285347976,0.10279117950675837
161,50.85764325789408,33.714314812952836,443.8785615392108,106.72831193159713,0.0008624897594086791,0.019404402163796672
162,35.86945862567664,16.806444562573905,488.01052257576134,97.02126331097912,0.00028460109770429864,0.1082697912617706
163,32.01411231767889,7.385846734294576,430.51121399443826,92.31502148392067,2.1509974300837776e-05,0.18939967928576046
164,39.77445842209788,23.160541355730523,471.76761577934997,109.53235274630018,0.0001655147548650767,0.18234114717117422
165,47.929035164378,30.212940244369978,457.48826904031677,99.5092721233824,0.0009699207465425844,0.1538162552748739
166,32.37905878865081,9.609870178435203,404.7058379460019,90.38896100736162,0.0001885293294063055,0.19975520349142092
167,31.97906873268334,6.97658781499253,462.48256485629906,92.25256172970833,6.1848164570739396e-06,0.03989381623017542
168,39.93460193827932,22.298257623629524,464.82975272988017,100.22187642944796,0.00044551836897534664,0.18705545026538178
169,34.73933610451043,14.760704071916324,470.30496278222824,93.84014410265878,0.0003032688170859112,0.14311024795483973
170,38.906607067400046,21.72135817202119,450.48793145736727,105.55434978145101,0.0002258404063837597,0.12745144715780735
171,33.90453559854292,13.533979560849065,420.36927970651465,99.83213951884538,4.451747706959899e-05,0.16098899618518112
172,32.38740309361946,9.403408558428426,460.47473415729576,93.46983214177044,7.055409371536746e-05,0.07607865657928858
173,34.038939719832975,13.767236112352718,467.16602309978987,96.67804943053108,0.00015605157594211669,0.13157596776330996
174,32.94750728883835,11.169812801946597,437.0291243066281,91.41582872022349,0.00022341118101207753,0.17052187288313492
175,37.27857091638438,18.348985591782057,494.7299999420067,94.11242975398682,0.0004772239187184444,0.1265998056684613
176,35.232053432074125,16.172623209972674,416.9765642475118,100.68581103787352,0.0001314260316919967,0.09172711909839701
177,36.10818538319237,17.90654133860252,498.20495370159625,105.6972364591776,5.365880588659161e-05,0.14379843118718946
178,34.66826174142751,14.877767808845801,488.19755551406075,96.30316070762447,0.00021946717650472912,0.17727280428735498
179,36.34885690381647,17.938680122622575,431.65856776734995,101.11253839046788,0.00019673634918149013,0.14364054231446569
180,34.754876934485225,15.066180327863455,478.6522382390847,96.91273680749612,0.00020679846924646802,0.18576226572494048
181,45.95942197229525,28.022613699560853,426.6489156283566,96.83349147636908,0.0009533164188845883,0.16829253733601013
182,47.531140505944954,30.067312200778925,409.16893217102694,101.26630457644184,0.0008736781608827142,0.18862741864233418
183,40.528799144435915,22.23077964504947,479.3870872371934,94.71959600344866,0.0006770915661120756,0.17773586530983893
184,32.191110586479866,8.933898910665528,437.1085506851247,90.90269085926535,0.00013895095763203128,0.06269082322259881
185,42.331520291604996,25.15120459923824,461.08066495085154,102.55168135164769,0.0005119391187432971,0.12559181690689142
186,31.81308225497754,6.460738092649091,475.95942109169727,90.50650212044536,4.210863216416396e-05,0.17905874907915065
187,40.739698706283946,23.085879443550184,404.4118898923464,99.45981187396305,0.0005196855114653458,0.08483553204508323
188,33.565163244446445,12.726912954663055,472.84224872994383,94.72202695972126,0.00017602069261662528,0.11561961975180456
189,50.04779873746844,32.714796976063894,484.84822099337396,104.3366425587271,0.0009060191650252921,0.15296793611811868
190,38.8368887581186,21.962639266025366,479.21608429726,108.81380375446463,0.00013399487505900347,0.1103520329942294
191,39.24678812255914,20.294593525727343,442.0427529246651,91.24959522715642,0.000721224746274449,0.05377506358776724
192,31.900844998307107,6.392880730203163,406.38740440133404,91.44583611552375,9.97022476528363e-06,0.026105569341003318
193,37.22549994490987,18.61614257029108,469.57844360882103,96.72787446805819,0.0003860308791061564,0.17274025481912483
194,31.866562375128098,6.77660757400689,410.2734545196956,90.98296780690355,3.983338015323162e-05,0.14232939902613687
195,33.29570518896782,12.09888467840201,454.9326365186015,96.14069212922442,9.982457385308813e-05,0.1999749502796218
196,37.06569726372015,17.815802209237205,495.62657523016543,92.25290734917253,0.0005275800948457279,0.13453283590372564
197,32.47501882769301,9.701862436585483,472.9900337972746,93.887507428118,6.967515203998818e-05,0.02703392393477902
198,33.16956224450984,11.671814747820314,414.6164597517443,97.10869844682452,4.98655266296023e-05,0.050489893764765835
199,33.39507268253048,12.256349865853652,485.98833986595764,92.87934386679534,0.00022025910922041775,0.020395693218391603
200,32.093425666842364,7.936691810614153,437.0293066441318,92.65885016772701,3.3677374561855026e-05,0.18479997276807142
201,33.771289356866646,13.143879969436972,498.80128727073475,94.59432567366463,0.0001995724163243228,0.16676999412272359
202,36.10670954292746,17.909367591378935,494.1526295889379,105.8113510538231,5.045418999563724e-05,0.14559864166063352
203,32.44025944635133,9.336763584482108,460.12221514715935,94.6644669195838,2.8081480035385036e-05,0.12543358110041292
204,32.00141994886291,7.453475680643601,478.1639339458989,92.08791641115842,3.203885149269414e-05,0.10523206274728539
205,32.0037392936584,7.8364611670928435,489.89801486034935,91.49518964575275,6.892622525287882e-05,0.12645406976277634
206,37.802474938260225,19.21554046050798,439.01198128876496,95.65334721082318,0.0004608692744009167,0.17027090923918559
207,34.3333187941031,13.640820551000795,441.71904864281123,90.0788632463802,0.0003961833901497896,0.029180059510847733
208,38.71419371509712,21.889203785139635,468.90692141938774,109.67477198881048,0.00010527545321115534,0.05862971886786304
209,37.00204242293648,19.487440023192683,465.8201765263501,109.66039996152716,5.494193365822796e-06,0.12030520504204663
210,38.57947942843442,19.98171935696249,426.9815642322536,94.25298928836759,0.0005637535645888132,0.1372942855783648
211,32.84197189124792,10.630555868046889,494.7033024760859,96.58642554965009,2.2003671532377217e-05,0.018018089030446716
212,32.99163982601517,11.169136364970724,428.1523281728653,90.17060008766622,0.0002702191477330914,0.11360679435464235
213,32.30008289848131,9.305063913335328,463.9262883181363,91.50285906355174,0.00013420329212392385,0.06922369106542739
214,32.06222613723853,8.07961869158348,470.06795856925794,91.88321433355415,6.628191687138731e-05,0.12465695150909553
215,38.11693070859457,20.85049044477715,484.4033860769238,106.71870980033016,0.00014863406694466934,0.19916387402421615
216,37.69269822881352,19.40008686108929,461.07512748094837,98.24193137416229,0.00036866053543906747,0.16548579065901922
217,35.4134766471739,16.64532132898202,460.86620807640287,103.92159723134078,5.3165108655052224e-05,0.10835789851976575
218,32.436343144631984,9.642272677357598,472.0364398832735,93.29302149963412,8.711020235214448e-05,0.15166363236441202
219,36.25321520877467,18.11747363010875,472.5502905045427,105.24065442078103,7.604194306596278e-05,0.13127578843146798
220,32.709575024049435,10.422133592170304,458.520215193728,94.94412147477753,6.590249362613504e-05,0.1521912973913547
221,43.39442446402655,24.773350066885484,446.98750150289493,91.80264734363293,0.0009907125679105464,0.05704724656319653
222,33.585715252937035,12.759407190903405,473.231258009302,98.42237808868163,5.514511044170563e-05,0.13268114752971025
223,32.36576603692714,9.0033059235746,431.9152247974944,94.42295220221386,2.1509974300837776e-05,0.15571418140538745
224,33.07716977260689,11.565949764467758,449.1610009629087,93.2784052409389,0.0001740958734837313,0.17840410213596888
225,34.52796367021065,14.909570150025058,427.20894248414925,101.84976702119052,4.130869375912295e-05,0.1538162552748739
226,43.878939931239316,25.797527763459307,457.12957214851957,95.39345625837953,0.0008744146797819243,0.19975520349142092
227,33.599990162107815,12.690924653944963,468.9684268047447,100.10223780638684,9.031553448875761e-07,0.11106338570931022
228,37.60439859107896,19.798982475531083,405.85395505884367,102.5781028984723,0.0002342064851204059,0.1860307204689055
229,42.138612007496825,23.796597651426218,451.5721256982994,93.89587605287853,0.0008160336862685661,0.1624865421488093
230,35.11765313851762,16.1072208143998,438.78817666722824,104.66803698669811,9.194854445934058e-06,0.13399173917293988
231,39.974154211839455,23.05941740125403,430.6373350558136,106.31331081629267,0.00026461331472292613,0.19474013804702528
232,32.87396547094285,10.856419355633358,454.06804368178194,95.973443147751,5.122442621496273e-05,0.16407214742046475
233,33.700340416414576,13.05854129160543,491.97728750643444,98.94632562965121,5.123283781757228e-05,0.13157596776330996
234,35.6580327383461,15.81778942370793,437.9618736368842,91.41582872022349,0.0004544832784726237,0.16460586766544028
235,34.56271348123571,14.98262958775464,466.26191787881527,101.94072534410083,4.1693706421331894e-05,0.18776891677163215
236,35.53568435298983,16.670672142115073,408.40430901662495,100.68581103787352,0.00015353486332295895,0.1932248577153593
237,36.17596905765613,18.03397702778332,470.0212265773047,106.0609104935176,4.8350124162462385e-05,0.18733194404652256
238,32.906538002215754,10.706064550990034,435.00662875870654,97.37389790840669,3.868530657164882e-07,0.18260383037000405
239,41.40776231933321,24.014666339116207,431.65856776734995,101.11253839046788,0.000504875310220492,0.16941580483337135
240,41.97010525029127,24.03667262448892,478.6522382390847,96.91273680749612,0.0006865746055004921,0.19357407295253143
241,35.067877910415916,15.996611210934768,450.1908605349436,103.14637650312545,4.8747927730555544e-05,0.18778868335459203
242,43.005116579636315,24.765134030605612,466.6874119884624,94.3507747715293,0.0008578893273570547,0.1736540667068417
243,32.09506267207348,8.451345929628127,422.67389534999296,91.2941629146074,0.00010332879304140953,0.19333909402785648
244,32.69110148950088,10.492968664529053,471.60228684021484,90.56809389603907,0.0002230985581573447,0.14610735174607653
245,33.638013485379766,12.917305275937572,442.4270751246999,95.99562897886683,0.00014100581754549038,0.030991889313932333
246,31.798150789525,5.957805967552273,400.94392762164955,90.50650212044536,2.0295768610526822e-05,0.19943218976538052
247,35.08174341972946,15.892475241779001,460.4891876429974,100.43916964141059,0.000126793287405943,0.12360312015981895
248,35.628820921621035,17.035160701311785,472.84224872994383,104.2225903600618,6.067806070678692e-05,0.11561961975180456
249,32.81596271762713,10.544800918889448,439.7655675462692,96.50937616440278,2.0799689598850085e-05,0.1527601833766424
250,34.15343020518329,14.012139609507686,443.8083026674988,97.27196568474628,0.00014695785523649314,0.10445922501774563
251,36.11119958192157,17.954155671917338,458.8891368088332,106.86355841305681,2.1928060041746583e-05,0.19870698223919614
252,34.192021583915945,13.587197296505641,440.03762689104246,91.44583611552375,0.0003386439328045917,0.1861613157368981
253,33.450797148762035,12.390423197572332,464.2120372920781,98.35939087173054,4.133070175620302e-05,0.18915341516443374
254,32.48695653629833,9.948500251074952,461.0109839359693,90.98296780690355,0.0001823360012430359,0.14085437697137598
255,33.29570518896782,12.09888467840201,429.78048186367687,96.14069212922442,9.982457385308813e-05,0.15834924183944052
256,46.833993448667194,29.604777855167676,424.66410181563265,102.82786497446634,0.0007701315217976274,0.17151027413878267
257,32.40641537070723,9.445548651559989,468.9644510293267,93.68242515410923,6.528626596778378e-05,0.0557193041727822
258,31.999598456826934,7.425970736471492,404.31569345243634,92.09686660950544,3.0555157423409684e-05,0.19072394480312538
259,36.26533149478638,17.71422476806735,436.90628137165186,100.09508647131084,0.00022025910922041775,0.1417531415362736
260,31.767946264975283,6.054007561338963,477.8519312429093,90.1047957816082,3.7857093066156534e-05,0.19901977378128943
261,35.99889899100613,17.724369023868174,406.6032829274257,105.64791617288918,4.757912266732271e-05,0.11084261445374705
