iteration,rmse,bias,rho.null,c.ov,k.exp,tau,eta.null
54,42.072286215735495,22.071016619750925,99.97989815788,0.0005003355303669694,0.10499999999999998,0.030020101842120013,5010051.021060006
55,42.07969320826658,22.116583552233422,99.99330914008819,0.0005001120142203494,0.10499999999999998,0.03000669085991183,5003345.429955916
56,42.07969830782972,22.11659047035502,99.99331914008818,0.0005001120142203494,0.10499999999999998,0.03000669085991183,5003345.429955916
57,42.0796934005985,22.116583740737113,99.99330914008819,0.0005001120242203495,0.10499999999999998,0.03000669085991183,5003345.429955916
58,42.07969320826658,22.116583552233422,99.99330914008819,0.0005001120142203494,0.10500000099999998,0.03000669085991183,5003345.429955916
59,42.07969320826658,22.116583552233422,99.99330914008819,0.0005001120142203494,0.10499999999999998,0.030006691859911828,5003345.429955916
60,42.07969296808236,22.116583294806635,99.99330914008819,0.0005001120142203494,0.10499999999999998,0.03000669085991183,5003345.529955916
61,42.0855009283873,22.135311201692502,99.99777284391604,0.0005000376192309468,0.10499999999999998,0.030002227156083968,5001113.578041984
62,42.08550602876685,22.135318120312036,99.99778284391603,0.0005000376192309468,0.10499999999999998,0.030002227156083968,5001113.578041984
63,42.08550112076936,22.135311390200528,99.99777284391604,0.0005000376292309469,0.10499999999999998,0.030002227156083968,5001113.578041984
64,42.0855009283873,22.135311201692502,99.99777284391604,0.0005000376192309468,0.10500000099999998,0.030002227156083968,5001113.578041984
65,42.0855009283873,22.135311201692502,99.99777284391604,0.0005000376192309468,0.10499999999999998,0.030002228156083968,5001113.578041984
66,42.08550068801168,22.135310944119528,99.99777284391604,0.0005000376192309468,0.10499999999999998,0.030002227156083968,5001113.678041984
67,42.08230053341102,22.145702109318943,99.99925863274495,0.0005000128561085612,0.10499999999999998,0.030000741367255043,5000370.683627521
68,42.08230563423552,22.14570902856892,99.99926863274496,0.0005000128561085612,0.10499999999999998,0.030000741367255043,5000370.683627521
69,42.08230072583746,22.145702297831157,99.99925863274495,0.0005000128661085613,0.10499999999999998,0.030000741367255043,5000370.683627521
70,42.08230053341102,22.145702109318943,99.99925863274495,0.0005000128561085612,0.10500000099999998,0.030000741367255043,5000370.683627521
71,42.08230053341102,22.145702109318943,99.99925863274495,0.0005000128561085612,0.10499999999999998,0.030000742367255043,5000370.683627521
72,42.08230029293595,22.14570185169355,99.99925863274495,0.0005000128561085612,0.10499999999999998,0.030000741367255043,5000370.783627521
73,42.082988666133296,22.146525761985373,99.99975305036459,0.0005000046158231411,0.10499999999999998,0.03000024694963542,5000123.474817709
74,42.082993767064806,22.146532681181775,99.99976305036458,0.0005000046158231411,0.10499999999999998,0.03000024694963542,5000123.474817709
75,42.08298885856655,22.146525950499043,99.99975305036459,0.0005000046258231412,0.10499999999999998,0.03000024694963542,5000123.474817709
76,42.082988666133296,22.146525761985373,99.99975305036459,0.0005000046158231411,0.10500000099999998,0.03000024694963542,5000123.474817709
77,42.082988666133296,22.146525761985373,99.99975305036459,0.0005000046158231411,0.10499999999999998,0.03000024794963542,5000123.474817709
78,42.0829884256352,22.146525504342605,99.99975305036459,0.0005000046158231411,0.10499999999999998,0.03000024694963542,5000123.57481771
79,42.08298753805027,22.146524241226846,99.99975090565741,0.0005000046159824654,0.10499999999999998,0.030000246963265892,5000123.490264286
80,42.08299263898142,22.146531160423233,99.9997609056574,0.0005000046159824654,0.10499999999999998,0.030000246963265892,5000123.490264286
81,42.08298773048348,22.146524429740502,99.99975090565741,0.0005000046259824655,0.10499999999999998,0.030000246963265892,5000123.490264286
82,42.08298753805027,22.146524241226846,99.99975090565741,0.0005000046159824654,0.10500000099999998,0.030000246963265892,5000123.490264286
83,42.08298753805027,22.146524241226846,99.99975090565741,0.0005000046159824654,0.10499999999999998,0.03000024796326589,5000123.490264286
84,42.082987297552165,22.146523983584075,99.99975090565741,0.0005000046159824654,0.10499999999999998,0.030000246963265892,5000123.590264287
85,42.08298302571896,22.146518158192887,99.99974232682871,0.0005000046166197623,0.10499999999999998,0.030000247017787793,5000123.552050596
86,42.08298812664869,22.146525077389153,99.9997523268287,0.0005000046166197623,0.10499999999999998,0.030000247017787793,5000123.552050596
87,42.08298321815214,22.14651834670654,99.99974232682871,0.0005000046266197623,0.10499999999999998,0.030000247017787793,5000123.552050596
88,42.08298302571896,22.146518158192887,99.99974232682871,0.0005000046166197623,0.10500000099999998,0.030000247017787793,5000123.552050596
89,42.08298302571896,22.146518158192887,99.99974232682871,0.0005000046166197623,0.10499999999999998,0.030000248017787792,5000123.552050596
90,42.08298278522088,22.146517900550098,99.99974232682871,0.0005000046166197623,0.10499999999999998,0.030000247017787793,5000123.652050597
91,42.08296497640584,22.14649382605785,99.99970801151389,0.0005000046191689498,0.10499999999999998,0.030000247235875382,5000123.7991958335
92,42.08297007732991,22.146500745253615,99.99971801151389,0.0005000046191689498,0.10499999999999998,0.030000247235875382,5000123.7991958335
93,42.08296516883883,22.146494014571427,99.99970801151389,0.0005000046291689499,0.10499999999999998,0.030000247235875382,5000123.7991958335
94,42.08296497640584,22.14649382605785,99.99970801151389,0.0005000046191689498,0.10500000099999998,0.030000247235875382,5000123.7991958335
95,42.08296497640584,22.14649382605785,99.99970801151389,0.0005000046191689498,0.10499999999999998,0.030000248235875382,5000123.7991958335
96,42.08296473590787,22.14649356841499,99.99970801151389,0.0005000046191689498,0.10499999999999998,0.030000247235875382,5000123.899195834
97,42.08289277934978,22.14639649753209,99.99957075025465,0.0005000046293656999,0.10499999999999998,0.030000248108225755,5000124.787776784
98,42.08289788025129,22.146403416726045,99.99958075025464,0.0005000046293656999,0.10499999999999998,0.030000248108225755,5000124.787776784
99,42.08289297178203,22.146396686045453,99.99957075025465,0.0005000046393657,0.10499999999999998,0.030000248108225755,5000124.787776784
100,42.08289277934978,22.14639649753209,99.99957075025465,0.0005000046293656999,0.10500000099999998,0.030000248108225755,5000124.787776784
